Serial Number,Title,Director,Cast,id,genres,imdb_id,overview,poster_path,runtime,vote_average,vote_count,combined_features,poster_url
42,nazar andaaz,Vikrant Deshmukh,"Kumud Mishra,Divya Dutta,Abhishek Banerjee",1026792,"Comedy,Drama",tt22325566,"Sudhir, blind by birth, lives alone with his housemaid Bhavani. While Bhavani is out, he takes in Ali to help around the house. Both Bhavani and Ali grow envious of each other. Nazar Andaaz is a comedic yet heartfelt story of these three.",/lRu6wDtD6t0qgY1w5eiWrSSoOhx.jpg,1 hrs 43 min,5.5,2,"nazar andaaz Comedy,Drama Sudhir, blind by birth, lives alone with his housemaid Bhavani. While Bhavani is out, he takes in Ali to help around the house. Both Bhavani and Ali grow envious of each other. Nazar Andaaz is a comedic yet heartfelt story of these three. Vikrant Deshmukh",https://image.tmdb.org/t/p/w500/lRu6wDtD6t0qgY1w5eiWrSSoOhx.jpg
43,doctor g,Anubhuti Kashyap,"Ayushmann Khurrana,Rakul Preet,Shefali Shah",778625,"Comedy,Drama",tt9054970,"Uday Gupta, a medical college student wanted to specialise in Orthopaedic, but is stuck in an all-female class of Gynaecology. Will he change his department, or will the department change him?",/ojQbYD4pHKBrnxrG0FBdqGCHhlq.jpg,2 hrs 4 min,6.9,22,"doctor g Comedy,Drama Uday Gupta, a medical college student wanted to specialise in Orthopaedic, but is stuck in an all-female class of Gynaecology. Will he change his department, or will the department change him? Anubhuti Kashyap",https://image.tmdb.org/t/p/w500/ojQbYD4pHKBrnxrG0FBdqGCHhlq.jpg
44,code name: tiranga,Ribhu Dasgupta,"Parineeti Chopra,Harrdy Sandhu,Sharad Kelkar",1021166,"Action,Thriller",tt22099068,"Tasked with capturing a wanted criminal, a fierce undercover agent wrestles with perilously high stakes when her heart is pulled into the mission.",/mAcdxgmbLvflTz9cASmsURO09N2.jpg,2 hrs 17 min,4.8,5,"code name: tiranga Action,Thriller Tasked with capturing a wanted criminal, a fierce undercover agent wrestles with perilously high stakes when her heart is pulled into the mission. Ribhu Dasgupta",https://image.tmdb.org/t/p/w500/mAcdxgmbLvflTz9cASmsURO09N2.jpg
45,ram setu,Abhishek Sharma,"Akshay Kumar,Jacqueline Fernandez,Nushrratt Bharuccha,Satya Dev",764081,"Action,Adventure,Drama",tt11783766,An atheist archaeologist turned believer must race against time to prove the true existence of the legendary Ram Setu before evil forces destroy the pillar of India’s heritage.,/d14btEr1IdwITOpwsktGLYJ8O5v.jpg,2 hrs 29 min,5.275,20,"ram setu Action,Adventure,Drama An atheist archaeologist turned believer must race against time to prove the true existence of the legendary Ram Setu before evil forces destroy the pillar of India’s heritage. Abhishek Sharma",https://image.tmdb.org/t/p/w500/d14btEr1IdwITOpwsktGLYJ8O5v.jpg
46,thank god,Indra Kumar,"Ajay Devgn,Sidharth Malhotra,Rakul Preet",783723,Comedy,tt13795296,"An egoistic real estate broker in huge debts, meets with an accident. As he gains consciousness, he realizes that he is in heaven. God appears before him and informs him that he must play a 'Game of Life'. If he manages to win, he will be sent back to earth; if he loses, he will be sent to hell.",/dxKtwP2Q4n3jfqMIqxoShX08UkH.jpg,2 hrs 1 min,6.9,22,"thank god Comedy An egoistic real estate broker in huge debts, meets with an accident. As he gains consciousness, he realizes that he is in heaven. God appears before him and informs him that he must play a 'Game of Life'. If he manages to win, he will be sent back to earth; if he loses, he will be sent to hell. Indra Kumar",https://image.tmdb.org/t/p/w500/dxKtwP2Q4n3jfqMIqxoShX08UkH.jpg
47,phone bhoot,Gurmmeet Singh,"Katrina Kaif,Ishaan Khatter,Siddhant Chaturvedi",726207,"Horror,Comedy",tt12740760,"Two crazy, jobless, horror-film addicts Major and Gullu, under immense family pressure to find work, hit upon the idea to float a unique ghost-capturing service when they meet a spirit, Ragini, who makes their business a success but in return asks them for a favour which they are compelled to honour.",/gWfP8YrbqqznOHWbYC2mbqcV2ZR.jpg,2 hrs 17 min,5.6,14,"phone bhoot Horror,Comedy Two crazy, jobless, horror-film addicts Major and Gullu, under immense family pressure to find work, hit upon the idea to float a unique ghost-capturing service when they meet a spirit, Ragini, who makes their business a success but in return asks them for a favour which they are compelled to honour. Gurmmeet Singh",https://image.tmdb.org/t/p/w500/gWfP8YrbqqznOHWbYC2mbqcV2ZR.jpg
48,double xl,Satramm Ramani,"Sonakshi Sinha,Huma Qureshi,Zaheer Iqbal,Mahat Raghavendra",915776,"Comedy,Drama",tt15614274,"Rajshri wants to be a sports presenter on TV but is promptly told that she is 'too healthy' for it. Saira, a fashion designer also has hit rock bottom in her life after she is cheated on by her boyfriend. A chance encounter between the two leads them to London to discover themselves and challenge the norms of who's a 'normal woman'.",/n5pOwxgBj5M67FpiFLwOxSbJiVI.jpg,0 hrs 0 min,6,5,"double xl Comedy,Drama Rajshri wants to be a sports presenter on TV but is promptly told that she is 'too healthy' for it. Saira, a fashion designer also has hit rock bottom in her life after she is cheated on by her boyfriend. A chance encounter between the two leads them to London to discover themselves and challenge the norms of who's a 'normal woman'. Satramm Ramani",https://image.tmdb.org/t/p/w500/n5pOwxgBj5M67FpiFLwOxSbJiVI.jpg
49,tadka,Prakash Raj,"Nana Patekar,Shriya Saran,Ali Fazal,Taapsee Pannu",449627,"Comedy,Drama,Romance",tt5705876,"A middle-aged Tukaram is passionate about food and archaeology but it’s a misplaced call from Madhura that adds the tadka to his life. While love simmers, Nicole and Sidharth’s story spices up too.",/7cE9ZPnIJmct8URu61j19OTASNY.jpg,1 hrs 55 min,7.3,3,"tadka Comedy,Drama,Romance A middle-aged Tukaram is passionate about food and archaeology but it’s a misplaced call from Madhura that adds the tadka to his life. While love simmers, Nicole and Sidharth’s story spices up too. Prakash Raj",https://image.tmdb.org/t/p/w500/7cE9ZPnIJmct8URu61j19OTASNY.jpg
50,rocket gang,Bosco Martis,"Aditya Seal,Nikita Dutta",1035366,"Comedy,Fantasy,Horror,Music",tt21386020,"Five friends take a getaway trip and stay at Wonder Villa. But, the haunted villa's supernatural powers suck them in and their only chance to survive is by dancing.",/8icRtVuWUDvBITWCeMBmRTL8chu.jpg,2 hrs 20 min,6,1,"rocket gang Comedy,Fantasy,Horror,Music Five friends take a getaway trip and stay at Wonder Villa. But, the haunted villa's supernatural powers suck them in and their only chance to survive is by dancing. Bosco Martis",https://image.tmdb.org/t/p/w500/8icRtVuWUDvBITWCeMBmRTL8chu.jpg
51,uunchai,Sooraj Barjatya,"Amitabh Bachchan,Anupam Kher,Boman Irani,Danny Denzongpa,Parineeti Chopra,Neena Gupta",1009432,"Comedy,Drama,Family",tt15309708,"Amit, Om, Javed and Bhupen - a group of four friends - have come a long way in life. Bhupen had a lifelong dream of going to Mount Everest with his three friends but the idea is quashed immediately as soon as he expresses it to them during a get-together. However, Bhupen's sudden death leads the trio to leave their cozy Delhi lives and trek to Everest Base Camp as friendship was their only motivation.",/wqDjg117q3M9lJ4nSQBAyL47M6N.jpg,2 hrs 49 min,6,10,"uunchai Comedy,Drama,Family Amit, Om, Javed and Bhupen - a group of four friends - have come a long way in life. Bhupen had a lifelong dream of going to Mount Everest with his three friends but the idea is quashed immediately as soon as he expresses it to them during a get-together. However, Bhupen's sudden death leads the trio to leave their cozy Delhi lives and trek to Everest Base Camp as friendship was their only motivation. Sooraj Barjatya",https://image.tmdb.org/t/p/w500/wqDjg117q3M9lJ4nSQBAyL47M6N.jpg
52,"monica, o my darling",Vasan Bala,"Rajkummar Rao,Huma Qureshi,Radhika Apte,Sikandar Kher",915831,"Crime,Comedy,Drama,Mystery",tt15128068,"A slick robotics expert joins a murderous plot after a passionate affair takes a sudden turn, but nothing — not even death — is what it seems to be.",/xEksr0T34utTkeg0DB1Au4M0jto.jpg,2 hrs 9 min,7.2,42,"monica, o my darling Crime,Comedy,Drama,Mystery A slick robotics expert joins a murderous plot after a passionate affair takes a sudden turn, but nothing — not even death — is what it seems to be. Vasan Bala",https://image.tmdb.org/t/p/w500/xEksr0T34utTkeg0DB1Au4M0jto.jpg
53,thai massage,Mangesh Hadawale,"Gajraj Rao,Sunny Hinduja,Rajpal Yadav,Vibha Chibber",977673,"Comedy,Drama",tt20838498,"A typical middle-class 70-year-old widower, Atmaram Dubey, who has been celibate for decades, realises he will probably never have sex. This awakening catapults him into an outrageous journey of self-discovery defying societal norms.",/rYPis1a03mHIIUXDScAKLHvEfBO.jpg,2 hrs 0 min,5,3,"thai massage Comedy,Drama A typical middle-class 70-year-old widower, Atmaram Dubey, who has been celibate for decades, realises he will probably never have sex. This awakening catapults him into an outrageous journey of self-discovery defying societal norms. Mangesh Hadawale",https://image.tmdb.org/t/p/w500/rYPis1a03mHIIUXDScAKLHvEfBO.jpg
54,mister mummy,Shaad Ali,"Riteish Deshmukh,Genelia Deshmukh,Mahesh Manjrekar",934747,"Comedy,Drama",tt17736704,"Amol, a cranky PT teacher and his wife Gugloo have opposing choices when it comes to children but destiny has something else planned for the childhood sweethearts.",/pZcDBlTEqqlp2o3Vmmwcm7Ntxoa.jpg,1 hrs 38 min,5.6,8,"mister mummy Comedy,Drama Amol, a cranky PT teacher and his wife Gugloo have opposing choices when it comes to children but destiny has something else planned for the childhood sweethearts. Shaad Ali",https://image.tmdb.org/t/p/w500/pZcDBlTEqqlp2o3Vmmwcm7Ntxoa.jpg
55,bhediya,Amar Kaushik,"Varun Dhawan,Kriti Sanon",799177,"Comedy,Fantasy,Horror",tt14099334,"Inspired by legendary folklore rooted in Arunachal Pradesh, Bhediya tells the story of Bhaskar, a man who gets bitten by a mythical wolf and begins to transform into the creature himself. As Bhaskar and his ragtag buddies try to find answers, he is worried that the monster in him will wipe out human existence in the local town.",/iZtq44ZmxBW0E3tAeLG6UdJe9aj.jpg,2 hrs 36 min,6.7,20,"bhediya Comedy,Fantasy,Horror Inspired by legendary folklore rooted in Arunachal Pradesh, Bhediya tells the story of Bhaskar, a man who gets bitten by a mythical wolf and begins to transform into the creature himself. As Bhaskar and his ragtag buddies try to find answers, he is worried that the monster in him will wipe out human existence in the local town. Amar Kaushik",https://image.tmdb.org/t/p/w500/iZtq44ZmxBW0E3tAeLG6UdJe9aj.jpg
56,qala,Anvita Dutt,"Tripti Dimri,Swastika Mukherjee,Babil Khan",934419,"Drama,Music",tt14428598,"Haunted by her past, a talented singer with a rising career copes with the pressure of success, a mother's disdain and the voices of doubt within her.",/4d2xoBGXMpfeQ6QgpVI4qm34bKP.jpg,1 hrs 59 min,6.7,16,"qala Drama,Music Haunted by her past, a talented singer with a rising career copes with the pressure of success, a mother's disdain and the voices of doubt within her. Anvita Dutt",https://image.tmdb.org/t/p/w500/4d2xoBGXMpfeQ6QgpVI4qm34bKP.jpg
57,an action hero,Anirudh Iyer,"Ayushmann Khurrana,Jaideep Ahlawat",882826,"Action,Crime,Comedy,Thriller",tt15600222,"At the age of just 30, Maanav at the peak of his acting career gets caught up in a murder accusation, which turns his own life into an eccentric action thriller as he flees the country, with a vengeful politician hot on his heels.",/mxaWpWRrUzl4gOmX02ctdp8VdQE.jpg,2 hrs 8 min,6.5,28,"an action hero Action,Crime,Comedy,Thriller At the age of just 30, Maanav at the peak of his acting career gets caught up in a murder accusation, which turns his own life into an eccentric action thriller as he flees the country, with a vengeful politician hot on his heels. Anirudh Iyer",https://image.tmdb.org/t/p/w500/mxaWpWRrUzl4gOmX02ctdp8VdQE.jpg
58,freddy,Shashanka Ghosh,Kartik Aaryan,1041054,"Romance,Thriller",tt15145764,"Introverted and awkward Dr. Freddy Ginwala desperately searches for a soulmate. When he finally finds her, the relationship becomes as painful as a root canal.",/zzMpU0jMaN1UI02TUGvOgi6BMlt.jpg,2 hrs 4 min,7.6,16,"freddy Romance,Thriller Introverted and awkward Dr. Freddy Ginwala desperately searches for a soulmate. When he finally finds her, the relationship becomes as painful as a root canal. Shashanka Ghosh",https://image.tmdb.org/t/p/w500/zzMpU0jMaN1UI02TUGvOgi6BMlt.jpg
59,india lockdown,Madhur Bhandarkar,"Shweta Basu,Aahana Kumra,Prateik Babbar,Sai Tamhankar,Prakash Belawadi",788348,"Drama,Adventure",tt13885320,The Indian government announces a country-wide lockdown for 21 days due to the pandemic. India Lockdown encapsulates the story of four out of lakhs of individuals whose lives came to a standstill.,/rR8lTcL81n5oHtxmGHMWxag0XOc.jpg,1 hrs 53 min,6.7,3,"india lockdown Drama,Adventure The Indian government announces a country-wide lockdown for 21 days due to the pandemic. India Lockdown encapsulates the story of four out of lakhs of individuals whose lives came to a standstill. Madhur Bhandarkar",https://image.tmdb.org/t/p/w500/rR8lTcL81n5oHtxmGHMWxag0XOc.jpg
60,salaam venky,Revathi,Vishal Jethwa,881983,Drama,tt15567704,"Sujata, an ideal mother, who battles the most challenging situations one can ever face with a smile.",/mAuD8aAiTK6U4xOnoqSHgZPcwbM.jpg,2 hrs 11 min,7.8,5,"salaam venky Drama Sujata, an ideal mother, who battles the most challenging situations one can ever face with a smile. Revathi",https://image.tmdb.org/t/p/w500/mAuD8aAiTK6U4xOnoqSHgZPcwbM.jpg
61,maarrich,Dhruv Lather,"Tusshar Kapoor,Naseeruddin Shah,Rahul Dev,Seerat Kapoor,Anita Hassanandani",787538,"Thriller,Crime",tt13878694,"2 brutal murders, 6 suspects and one fearless cop - Rajiv Dixit, a sharp-witted Mumbai police officer , is on a mission to track down the unidentified killer behind these murders.",/nF951LtB1YoOm7OoN4ZhhnpUHPj.jpg,2 hrs 6 min,10,1,"maarrich Thriller,Crime 2 brutal murders, 6 suspects and one fearless cop - Rajiv Dixit, a sharp-witted Mumbai police officer , is on a mission to track down the unidentified killer behind these murders. Dhruv Lather",https://image.tmdb.org/t/p/w500/nF951LtB1YoOm7OoN4ZhhnpUHPj.jpg
62,blurr,Ajay Bahl,"Taapsee Pannu,Gulshan Devaiah",850837,"Horror,Thriller",tt15048614,"With progressive blindness setting in, Gayatri has to find answers to her twin sister's unlikely death. As the lines of reality keep getting blurred, is she ready to look the truth in the eye?",/8kzawtUzZIhfMrIsFTDOK7phR6v.jpg,2 hrs 6 min,4,5,"blurr Horror,Thriller With progressive blindness setting in, Gayatri has to find answers to her twin sister's unlikely death. As the lines of reality keep getting blurred, is she ready to look the truth in the eye? Ajay Bahl",https://image.tmdb.org/t/p/w500/8kzawtUzZIhfMrIsFTDOK7phR6v.jpg
63,govinda naam mera,Shashank Khaitan,"Vicky Kaushal,Kiara Advani,Bhumi Pednekar",663457,"Comedy,Drama,Romance",tt16077702,"An abusive wife, a hot girlfriend and a court case, Govinda Waghmare is just not able to catch a break. The icing on top of that horrible cake - a murder.",/iXRQOfAJMHaGyKJTZz0jq6ZyJOr.jpg,2 hrs 11 min,5.4,9,"govinda naam mera Comedy,Drama,Romance An abusive wife, a hot girlfriend and a court case, Govinda Waghmare is just not able to catch a break. The icing on top of that horrible cake - a murder. Shashank Khaitan",https://image.tmdb.org/t/p/w500/iXRQOfAJMHaGyKJTZz0jq6ZyJOr.jpg
64,cirkus,Rohit Shetty,"Ranveer Singh,Pooja Hegde,Jacqueline Fernandez,Varun Sharma",755045,"Comedy,Drama",tt11112808,"Two sets of identical twins are accidentally separated at birth. Several years later, when they are coincidentally in the same town, there is a lot of confusion and misunderstanding when people mistake them for each other.",/zdGDjOHe50tSbzW04RMVlbscFoC.jpg,2 hrs 20 min,5.2,6,"cirkus Comedy,Drama Two sets of identical twins are accidentally separated at birth. Several years later, when they are coincidentally in the same town, there is a lot of confusion and misunderstanding when people mistake them for each other. Rohit Shetty",https://image.tmdb.org/t/p/w500/zdGDjOHe50tSbzW04RMVlbscFoC.jpg
